Z'A_NUM	1838	1	1
Z'A_NUM	1847	1	1
Z'A_NUM	1857	1	1
Z'A_NUM	1897	1	1
Z'A_NUM	1899	1	1
Z'A_NUM	1925	1	1
Z'A_NUM	1935	2	1
Z'A_NUM	1936	1	1
Z'A_NUM	1945	1	1
Z'A_NUM	1947	1	1
Z'A_NUM	1953	1	1
Z'A_NUM	1958	1	1
Z'A_NUM	1961	1	1
Z'A_NUM	1964	1	1
Z'A_NUM	1972	1	1
Z'A_NUM	1978	1	1
Z'A_NUM	1979	1	1
Z'A_NUM	1983	1	1
Z'A_NUM	1984	1	1
Z'A_NUM	1985	1	1
Z'A_NUM	1986	1	1
Z'A_NUM	1988	2	2
Z'A_NUM	1989	1	1
Z'A_NUM	1990	1	1
Z'A_NUM	1991	1	1
Z'A_NUM	1992	1	1
Z'A_NUM	1995	1	1
Z'A_NUM	1996	1	1
Z'A_NUM	1997	1	1
Z'A_NUM	1999	1	1
Z'A_NUM	2001	2	2
Z'A_NUM	2002	2	2
Z'A_NUM	2003	2	2
Z'A_NUM	2004	1	1
Z'A_NUM	2005	1	1
Z'A_NUM	2006	1	1
Z'A_NUM	2007	1	1
Z'A_NUM	2008	3	3
Z'Graggen	1949	1	1
Z'Graggen	1964	1	1
Z'Graggen	1966	1	1
Z'Graggen	1967	1	1
Z'Graggen	1970	3	2
Z'Graggen	1971	1	1
Z'Graggen	1972	1	1
Z'Graggen	1973	7	2
Z'Graggen	1974	3	3
Z'Graggen	1976	1	1
Z'Graggen	1978	3	3
Z'Graggen	1979	8	3
Z'Graggen	1980	1	1
Z'Graggen	1982	15	5
Z'Graggen	1984	4	1
Z'Graggen	1985	5	3
Z'Graggen	1986	6	1
Z'Graggen	1987	15	3
Z'Graggen	1988	2	2
Z'Graggen	1989	2	2
Z'Graggen	1991	3	3
Z'Graggen	1992	6	4
Z'Graggen	1993	3	2
Z'Graggen	1994	3	2
Z'Graggen	1995	4	3
Z'Graggen	1996	16	7
Z'Graggen	1997	3	3
Z'Graggen	1998	51	4
Z'Graggen	1999	7	4
Z'Graggen	2000	33	12
Z'Graggen	2001	21	12
Z'Graggen	2002	35	19
Z'Graggen	2003	18	12
Z'Graggen	2004	16	11
Z'Graggen	2005	28	17
Z'Graggen	2006	34	16
Z'Graggen	2007	33	15
Z'Graggen	2008	37	15
Z'o_NOUN	1821	1	1
Z'o_NOUN	1885	1	1
Z'o_NOUN	1909	1	1
Z'o_NOUN	1920	2	1
Z'o_NOUN	1923	10	3
Z'o_NOUN	1931	1	1
Z'o_NOUN	1935	1	1
Z'o_NOUN	1938	1	1
Z'o_NOUN	1942	1	1
Z'o_NOUN	1943	1	1
Z'o_NOUN	1947	1	1
Z'o_NOUN	1951	1	1
Z'o_NOUN	1961	2	2
Z'o_NOUN	1962	1	1
Z'o_NOUN	1963	1	1
Z'o_NOUN	1965	2	2
Z'o_NOUN	1971	1	1
Z'o_NOUN	1973	1	1
Z'o_NOUN	1974	2	2
Z'o_NOUN	1975	1	1
Z'o_NOUN	1976	3	1
Z'o_NOUN	1979	1	1
Z'o_NOUN	1980	1	1
Z'o_NOUN	1981	2	2
Z'o_NOUN	1982	1	1
Z'o_NOUN	1984	1	1
Z'o_NOUN	1989	2	2
Z'o_NOUN	1990	1	1
Z'o_NOUN	1992	6	1
Z'o_NOUN	1993	1	1
Z'o_NOUN	1994	1	1
Z'o_NOUN	1996	5	2
Z'o_NOUN	1997	1	1
Z'o_NOUN	1999	3	1
Z'o_NOUN	2001	1	1
Z'o_NOUN	2003	1	1
Z'o_NOUN	2004	1	1
Z'o_NOUN	2005	1	1
Z'o_NOUN	2006	1	1
Z.9_NUM	1894	1	1
Z.9_NUM	1917	1	1
Z.9_NUM	1930	2	1
Z.9_NUM	1932	1	1
Z.9_NUM	1936	1	1
Z.9_NUM	1946	2	2
Z.9_NUM	1947	1	1
Z.9_NUM	1948	1	1
Z.9_NUM	1955	1	1
Z.9_NUM	1961	1	1
Z.9_NUM	1963	1	1
Z.9_NUM	1966	4	4
Z.9_NUM	1968	3	3
Z.9_NUM	1969	1	1
Z.9_NUM	1970	5	4
Z.9_NUM	1971	1	1
Z.9_NUM	1972	1	1
Z.9_NUM	1975	1	1
Z.9_NUM	1977	2	2
Z.9_NUM	1978	1	1
Z.9_NUM	1979	2	2
Z.9_NUM	1980	1	1
Z.9_NUM	1981	7	5
Z.9_NUM	1982	1	1
