D.C.1979	1972	1	1
D.C.1979	1975	1	1
D.C.1979	1978	1	1
D.C.1979	1979	2	2
D.C.1979	1980	1	1
D.C.1979	1981	2	2
D.C.1979	1982	1	1
D.C.1979	1983	6	5
D.C.1979	1984	3	2
D.C.1979	1985	1	1
D.C.1979	1986	6	4
D.C.1979	1987	5	4
D.C.1979	1988	7	6
D.C.1979	1989	5	3
D.C.1979	1990	9	6
D.C.1979	1991	4	3
D.C.1979	1992	4	3
D.C.1979	1993	5	4
D.C.1979	1994	3	2
D.C.1979	1995	2	2
D.C.1979	1996	5	4
D.C.1979	1997	2	2
D.C.1979	1998	7	5
D.C.1979	1999	12	8
D.C.1979	2000	10	10
D.C.1979	2001	6	4
D.C.1979	2002	9	7
D.C.1979	2003	3	3
D.C.1979	2004	13	11
D.C.1979	2005	4	4
D.C.1979	2006	8	4
D.C.1979	2007	5	3
D.C.1979	2008	3	3
D.C.N.Y.1976	1969	7	1
D.C.N.Y.1976	1977	6	2
D.C.N.Y.1976	1978	3	1
D.C.N.Y.1976	1979	1	1
D.C.N.Y.1976	1980	24	1
D.C.N.Y.1976	1982	11	4
D.C.N.Y.1976	1983	1	1
D.C.N.Y.1976	1984	1	1
D.C.N.Y.1976	1985	1	1
D.C.N.Y.1976	1986	125	8
D.C.N.Y.1976	1989	57	2
D.C.N.Y.1976	1990	3	2
D.C.N.Y.1976	1991	6	1
D.C.N.Y.1976	1992	3	1
D.C.N.Y.1976	1994	15	4
D.C.N.Y.1976	1996	1	1
D.C.N.Y.1976	1997	3	1
D.C.N.Y.1976	1998	51	4
D.C.N.Y.1976	1999	16	2
D.C.N.Y.1976	2000	1	1
D.C.N.Y.1976	2001	14	4
D.C.N.Y.1976	2002	79	10
D.C.N.Y.1976	2003	9	4
D.C.N.Y.1976	2004	11	1
D.C.N.Y.1976	2005	25	4
D.C.N.Y.1976	2007	10	2
D.C.W.Va.	1911	2	2
D.C.W.Va.	1940	1	1
D.C.W.Va.	1941	4	3
D.C.W.Va.	1946	1	1
D.C.W.Va.	1950	6	3
D.C.W.Va.	1951	3	2
D.C.W.Va.	1953	1	1
D.C.W.Va.	1957	2	2
D.C.W.Va.	1960	2	2
D.C.W.Va.	1963	1	1
D.C.W.Va.	1966	2	1
D.C.W.Va.	1968	3	3
D.C.W.Va.	1969	7	4
D.C.W.Va.	1970	1	1
D.C.W.Va.	1972	2	2
D.C.W.Va.	1973	1	1
D.C.W.Va.	1974	1	1
D.C.W.Va.	1976	1	1
D.C.W.Va.	1977	1	1
D.C.W.Va.	1978	1	1
D.C.W.Va.	1979	8	5
D.C.W.Va.	1981	3	2
D.C.W.Va.	1982	4	4
D.C.W.Va.	1983	4	3
D.C.W.Va.	1985	1	1
D.C.W.Va.	1986	14	5
